date,value
2024-07-16,729930
2024-07-17,730016
2024-07-18,730116
2024-07-19,730249
2024-07-20,730250
2024-07-22,730460
2024-07-23,730550
2024-07-24,730707
2024-07-25,730827
2024-07-26,730903
2024-07-27,730904
2024-07-29,731144
2024-07-30,731301
2024-07-31,731366
2024-08-01,731484
2024-08-02,731530
2024-08-05,731650
2024-08-06,731819
2024-08-07,731927
2024-08-08,732072
2024-08-09,732150
2024-08-10,732156
2024-08-12,732286
2024-08-13,732545
2024-08-14,732652
2024-08-15,732754
2024-08-16,732820
2024-08-19,732888
2024-08-20,732974
2024-08-21,733030
2024-08-22,733145
2024-08-23,733162
2024-08-24,733163
2024-08-26,733254
2024-08-27,733405
2024-08-28,733547
2024-08-29,733651
2024-08-30,733725
2024-08-31,733735
2024-09-01,733795
2024-09-02,733815
2024-09-03,733935
2024-09-04,734090
2024-09-05,734227
2024-09-06,734370
2024-09-07,734371
2024-09-09,734489
2024-09-10,734613
2024-09-11,734725
2024-09-12,734907
2024-09-13,735027
2024-09-14,735040
2024-09-15,735045
2024-09-16,735156
2024-09-17,735402
2024-09-18,735606
2024-09-19,735924
2024-09-20,736049
2024-09-21,736053
2024-09-22,736062
2024-09-23,736235
2024-09-24,736520
2024-09-25,736766
2024-09-26,737057
2024-09-27,737254
2024-09-28,737280
2024-09-29,737291
2024-09-30,737863
2024-10-01,738206
2024-10-02,738715
2024-10-03,739001
2024-10-04,739261
2024-10-05,739292
2024-10-06,739299
2024-10-07,739601
2024-10-08,739810
2024-10-09,740113
2024-10-10,740491
2024-10-11,740702
2024-10-12,740718
2024-10-13,740728
2024-10-14,740736
2024-10-15,741050
2024-10-16,741410
2024-10-17,741706
2024-10-18,741992
2024-10-19,742004
2024-10-20,742012
2024-10-21,742260
2024-10-22,742526
2024-10-23,742857
2024-10-24,743065
2024-10-25,743181
2024-10-26,743206
2024-10-28,743549
2024-10-29,743877
2024-10-30,744091
2024-10-31,744360
2024-11-01,744568
2024-11-04,744716
2024-11-05,744936
2024-11-06,745288
2024-11-07,745452
2024-11-08,745522
2024-11-10,745525
2024-11-11,745688
2024-11-12,745736
2024-11-13,745768
2024-11-14,745827
2024-11-15,745856
2024-11-18,746160
2024-11-19,746295
2024-11-20,746386
2024-11-21,746399
2024-11-22,746483
2024-11-25,746522
2024-11-26,746612
2024-11-27,746728
2024-11-28,746832
2024-11-29,747115
2024-12-01,747116
2024-12-02,747287
2024-12-03,747347
2024-12-04,747358
2024-12-05,747592
2024-12-06,747739
2024-12-09,747779
2024-12-10,747828
2024-12-11,747909
2024-12-12,747976
2024-12-13,748078
2024-12-15,748079
2024-12-16,748203
2024-12-17,748328
2024-12-18,748611
2024-12-19,748733
2024-12-20,748842
2024-12-23,749208
2024-12-31,749210
2025-01-03,749251
2025-01-06,749285
2025-01-07,749330
2025-01-08,749462
2025-01-09,749741
2025-01-10,749818
2025-01-12,749819
2025-01-13,749904
2025-01-14,749936
2025-01-15,749981
2025-01-16,750131
2025-01-17,750177
2025-01-19,750178
2025-01-20,750238
2025-01-21,750335
2025-01-22,750359
2025-01-23,750866
2025-01-24,751593
2025-01-27,751687
2025-01-28,751809
2025-01-29,751851
2025-01-30,751941
2025-01-31,752075
2025-05-24,752076
2025-11-04,752077
2029-07-04,752078
2032-10-01,752080
2099-10-15,752081
2103-09-04,752082
2105-05-04,752083
2108-07-26,752084
2108-08-01,752085
2109-05-23,752086
3013-02-14,752087
3014-10-24,752088
5017-05-05,752089
